Escuela_DE,I_02,I_36,I_710,I_1114,I_06,I_714,I_314,Cob_est,Public + social secutity,pob,vincNBI,preciom2,Dist_CESAC,NEAR_FID,POINT_X,POINT_Y,DE,COMUNA,BARRIO
9_3,34.5,33.6,18.1,13.8,68.1,31.9,65.5,48.3,51.7,51033,2.940298507,2258.904615,2062.843564,21,106145.0826,101787.5133,3,3,BALVANERA
9_5,28,28,18.3,25.8,56,44.1,72,71,29,33573,0.333333333,2387.285795,477.3793611,28,106964.1614,97339.0627,5,4,BARRACAS
9_7,42.6,29.5,16.4,11.5,72.1,27.9,57.4,23,77,58082,1,2492.374084,1148.006392,29,99776.2556,102464.7655,7,11,VILLA GRAL. MITRE
9_8,45.4,28.2,16.2,10.2,73.6,26.4,54.6,33.3,66.7,106306,3.130434783,2886.081809,1865.652692,1,103243.1046,100743.6589,8,6,CABALLITO
9_9,44,32.1,14.3,9.5,76.1,23.8,56,48.8,51.2,117604,1.75,2658.949529,372.9646854,8,102243.3074,105031.6036,9,14,PALERMO
91_6,35.6,38.8,14.4,11.3,74.4,25.6,64.4,25,75,92623,3.403225806,2195.880703,761.5105429,26,105605.0001,99530.5873,6,4,PARQUE PATRICIOS
92_6,31.8,30.4,17.6,20.3,62.2,37.8,68.2,30.4,69.6,112301,7.339622642,2871.105213,761.5105429,26,105605.0001,99530.5873,6,4,PARQUE PATRICIOS
93_6,35.8,34.3,13.1,16.8,70.1,29.9,64.2,31.4,68.6,39820,0.266666667,1748.390891,761.5105429,26,105605.0001,99530.5873,6,4,PARQUE PATRICIOS
94_6,43.7,29.4,14.2,12.7,73.1,26.9,56.3,34.5,65.5,92623,3.403225806,2195.880703,761.5105429,26,105605.0001,99530.5873,6,4,PARQUE PATRICIOS
ENS 1_1,49,29.9,14.4,6.7,78.9,21.1,51,21.6,78.4,88557,10.28571429,2853.777946,1429.978193,21,106254.1436,103298.4744,1,2,RECOLETA
ENS 10_10,28.6,33.3,28.6,9.5,61.9,38.1,71.4,33.3,66.7,80996,2.626262626,2599.899876,2255.252425,22,100704.4698,108064.5994,10,13,BELGRANO
ENS 11_6,13,39.1,21.7,26.1,52.1,47.8,87,67.4,32.6,67421,2.416666667,2161.789019,476.872159,26,105357.0123,99687.5941,6,4,PARQUE PATRICIOS
ENS 2_6,55.6,26.1,11.8,6.5,81.7,18.3,44.4,26.8,73.2,127075,3.645348837,2642.704114,1319.151075,1,104884.1086,101725.5677,6,3,BALVANERA
ENS 4_8,39.4,26.3,19.2,15.2,65.7,34.3,60.6,38.4,61.6,115599,1.130434783,2682.978865,1789.095425,1,102568.141,101244.6759,8,6,CABALLITO
ENS 5_5,23.8,31.5,26.9,17.7,55.3,44.6,76.2,47.7,52.3,27181,0.305555556,2339.141363,1248.698935,28,107621.9193,98697.5214,5,4,BARRACAS
ENS 6_2,37.7,22.6,30.2,9.4,60.3,39.6,62.3,26.4,73.6,107727,3.714285714,2351.475848,1415.258204,21,104331.2461,104699.5234,2,14,PALERMO
ENS 7_2,47.6,34.9,4.8,12.7,82.5,17.5,52.4,23.8,76.2,71744,1.402298851,2537.654104,544.9928272,1,103513.1916,102960.5972,2,5,ALMAGRO
ENS 8_6,37.5,40.6,4.2,17.7,78.1,21.9,62.5,21.9,78.1,142800,2.988505747,3304.189153,966.36033,26,105153.061,100737.5788,6,3,SAN CRISTOBAL
ENS 9_1,38.3,31.9,21.3,8.5,70.2,29.8,61.7,51.1,48.9,78065,11.15503876,2855.883784,1754.139905,21,106491.1182,102821.4753,1,3,BALVANERA
Spangenber_1,68.1,21,6.7,4.2,89.1,10.9,31.9,9.2,90.8,135717,3.138888889,2890.215624,1506.109262,21,104852.2418,104879.4974,1,14,PALERMO
